Skills,Interests,Recommended_Career,source,Education,CGPA,career_label
"devops,kubernetes,docker,jenkins,linux,bash script,grafana,elastic stack (elk),amazon web services (aws),git,linux system administration,ansible,elasticsearch,openstack,apache kafka,redis,docker,bash,prometheus,nginx","web development,information technology,blockchain,digital marketing,game industry",DevOps Engineer,recommender_dataset,B.Tech,68.115,107
"c,c++,java,javascript,python",data analytics,Software developer,recommender_dataset,B.Tech,78.85,307
"active listening, analytic thinking, gathering informing, artistic skills, business knowledge, sql, communication skills, news gathering, editing, creativity skills, team work, excel, presentation skills, c++, writing, reading, designing skills",technology,Data entry operator,recommender_dataset,B.Sc,76.95,98
recruiting,"understand human behaviour,retailer,service,social causes",HR executive,recommender_dataset,BBA,76.95,151
"critical thinking,gathering information,leadership,editing,product knowledge,problem solving skills,writing skills,machine learning skills,interpersonal skills,medical knowledge","understand human body,content writing,digital marketing,product life cycle management",Senior Editor,recommender_dataset,M.Sc,82,292
"artistic skills, business knowledge, people management, editing, product knowledge, creativity skills, team work, designing skills","news coverage, research, social justice, technology, entrepreneurship, understand human behaviour, understand human body",Project Associate,recommender_dataset,B.E,73.245,248
"critical thinking,people management,leadership,product knowledge,problem solving skills,sap",technology,Technical Associate,recommender_dataset,Diploma,60,341
sales,sales/marketing,Business,recommender_dataset,Degree,60,49
"ai, ml, python",technology,Data Scientist,recommender_dataset,B.Tech,85.5,95
accounting skills,financial analysis,Tech support,recommender_dataset,B.Com,82,340
"gathering informing, communication skills, editing, presentation skills, observation skills, reading, subject knowledge","research, teaching, technology, entrepreneurship",HR,recommender_dataset,BMS,80,149
python,data analytics,Software developer,recommender_dataset,B.Tech,85.5,307
"active listening,gathering information,business knowledge,good communication skills","social justice,understand human behaviour,gardening,social causes,all fields related to data science.,information technology",Researcher,recommender_dataset,B.Sc,70,272
"active listening,critical thinking,gathering information,artistic/creative skills,people management,communication skills,negotiation skills,mass communication,editing,problem solving skills,writing skills,social media marketing,presentation skills,content creation","research,sales/marketing,understand human behaviour,content writing",Content writer and creative strategist,recommender_dataset,BA,82.65,76
"js, php,css,html, android",software job,IT Engineer,recommender_dataset,B.Tech,78.85,160
"python,sql,java,cloud computing","teaching,understand human behaviour,web designing",Software testing,recommender_dataset,BE,78.67,311
"business knowledge,analytical skills,data visualization skills( power bi/ tableau ),c++,linux,python,java","financial analysis,research,social justice,teaching,trading,content writing",Entry Level Software Engineer,recommender_dataset,BCA,62.35,124
"python, java, sql",technology,PAT,recommender_dataset,B.Tech,72.96,226
derivatives,teaching,Computer Software Engineer,recommender_dataset,B.Com,65.55,71
"people management,sap","supply chain analysis,sap consultant in mm",SAP consultant,recommender_dataset,BE,60.75,274
"active listening,communication skills,product knowledge,problem solving skills,hospitality","sales/marketing,understand human behaviour,social causes,customer care",Customer care,recommender_dataset,MA,51,81
"sql, communication skills",technology,Computer Software Engineer,recommender_dataset,B.Tech,72.01,71
"accounting skills, active listening, artistic skills, people management, civil & criminal law, communication skills, negotiation skills, work under pressure, leadership, creativity skills, logical skills, interpersonal skills, problem solving skills, observation skills, risk managing, designing skills","research, social justice, understand human behaviour, understand human body",Psychologist,recommender_dataset,B.Tech,85.5,252
people management,teaching,Lecturer,recommender_dataset,BA,74.1,180
teaching,teaching,Teacher,recommender_dataset,B.Sc,86,333
"critical thinking, business knowledge, civil & criminal law, communication skills, negotiation skills, work under pressure, news gathering, product knowledge, market study, team work, excel","social justice, take risk for profits, technology, entrepreneurship, understand human behaviour",FITNESS CONSULTANT EXPERT,recommender_dataset,B.E,79.8,127
"active listening,gathering information,artistic/creative skills,people management,communication skills,mass communication,problem solving skills,writing skills,social media marketing,content creation,client management","sales/marketing,social justice,understand human behaviour,content writing,digital marketing,social media marketing",Copywriter,recommender_dataset,Master of journalism,68,77
"programming language skills,communication skills,problem solving skills,python,matlab",technology,Assistant system engineer trainee,recommender_dataset,BE,61.75,19
"logical skills, presentation skills, observation skills, subject knowledge","teaching, technology",Medical Practitioner,recommender_dataset,G. N. M Nurshing,76.95,209
"active listening, ai, critical thinking, analytic thinking, artistic skills, java, communication skills, work under pressure, leadership, editing, product knowledge, creativity skills, team work, excel, logical skills, interpersonal skills, presentation skills, mass communication, writing, tableau, reading, designing skills",financial analysis,Software engineer,recommender_dataset,B.Tech,70.49,308
accounting skills,govt. job,Accountant,recommender_dataset,MCA,65,8
"real-time polymerase chain reaction (qpcr),
environmental biotechnology,
molecular biology","research,understand human body,biotechnology",Biocurator,recommender_dataset,B.Tech,85.5,46
"programming language skills,gathering information,analytical skills,python,artificial intelligence","research,technology,data scientist",nothing,recommender_dataset,B.Tech,80.5,373
"programming language skills,critical thinking,gathering information,people management,communication skills,leadership,sql,java",technology,Software engineer,recommender_dataset,B.Tech,70.3,308
"active listening,gathering information,communication skills,product knowledge,writing skills,presentation skills,good communication skills","teaching,technology,content writing,govt. job,industires,sports industry,oil and gas,excel",TESTING ENGINEER,recommender_dataset,BE,83.41,327
"web application security,vulnerability assessment,owasp,penetration testing,shell scripting,python (programming language),ethical hacking,web application security assessment,application security","technology,data analytics,machine learning,cloud computing,cyber security",Cyber Security Engineer,recommender_dataset,B.Tech,79.8,84
"active listening, artistic skills, communication skills, work under pressure, editing, product knowledge, creativity skills, market study, team work, excel, sales","sales/marketing, take risk for profits",Medical Practitioner,recommender_dataset,B.Sc,67,209
"active listening,programming language skills,critical thinking,gathering information,business knowledge,analytical skills,finance related skills,people management,communication skills,mass communication,leadership,product knowledge,problem solving skills,writing skills,data visualization skills( power bi/ tableau ),machine learning skills,interpersonal skills,wealth management,presentation skills,linux,python,artificial intelligence,sql,java,cloud computing","research,technology,data analytics",Associate Data Scientist,recommender_dataset,BE,83.6,24
civil & criminal law,"social justice,social causes",Law Intern,recommender_dataset,BALLB,71.25,177
"active listening, python, critical thinking, analytic thinking, java, sql, oracle, programming, people management, leadership, team work, logical skills, interpersonal skills, c++, problem solving skills, writing, building rapport, subject knowledge",entrepreneurship,Java Developer,recommender_dataset,B.Tech,74.1,166
"java, programming, creativity skills, team work, excel, linux","research, technology, entrepreneurship",Computer Software Engineer,recommender_dataset,B.Tech,66,71
"active listening, programming, work under pressure, teamwork,excel, interpersonal skills, presentation skills, reading","technology,teaching",Teaching,recommender_dataset,B.Tech,70.3,334
hospitality,govt. job,Security officer,recommender_dataset,Economics ,45,289
"business knowledge,analytical skills,finance related skills,communication skills,negotiation skills,product knowledge,problem solving skills,risk management skills,client management",sales/marketing,Business Trainee,recommender_dataset,B.Com,59.85,52
"active listening, programming, work under pressure, teamwork,excel, interpersonal skills, presentation skills, reading","technology,teaching",Python Developer,recommender_dataset,B.Tech,80.75,255
"critical thinking,artistic/creative skills,analytical skills,communication skills,problem solving skills,sql","research,sales/marketing,supply chain analysis",Operations specialist,recommender_dataset,B.Tech,76,224
"negotiation skills,hr",human resource,Talent Acquisition Executive,recommender_dataset,BBA,71.25,329
"business knowledge,finance related skills,people management,communication skills,negotiation skills,problem solving skills,sales,presentation skills","content writing,market reserach",Human Resources Assistant,recommender_dataset,BBA,74.1,157
"critical thinking,business knowledge,analytical skills,communication skills,negotiation skills,leadership,problem solving skills,risk management skills,good communication skills,sap","financial analysis,news coverage,research,technology,understand human behaviour,supply chain analysis,market reserach,industires",Procurement engineer,recommender_dataset,BE,65,238
"analytical skills,problem solving skills","trading,data scientist",GET,recommender_dataset,BE,62,140
"active listening,business knowledge,communication skills,sales","research,sales/marketing,trading,digital marketing,social media marketing,customer care","Telecaller,sale exicutive",recommender_dataset,BA,58,346
"critical thinking, analytic thinking, java, sql, programming, communication skills, work under pressure, leadership, team work, interpersonal skills, presentation skills, problem solving skills, writing, observation skills, reporting, reading",technology,Computer Software Engineer,recommender_dataset,B.Tech,86.45,71
"active listening, communication skills, work under pressure, news gathering, reporting, reading, subject knowledge","news coverage, teaching",Teacher,recommender_dataset,BA,68,333
"team work, linux, problem solving skills",technology,Computer Software Engineer,recommender_dataset,B.E,64.79,71
"ai, java","sales/marketing, technology, entrepreneurship",Operations Engineer,recommender_dataset,B.Tech,75,223
"critical thinking, analytic thinking, gathering informing",research,Mechanical Engineer,recommender_dataset,B.Tech,71.25,202
"python, programming, excel, linux",technology,Computer Software Engineer,recommender_dataset,B.Tech,63.84,71
"active listening,business knowledge,people management,leadership,product knowledge,problem solving skills,risk management skills,designing skills,machine learning skills,python,sql",data scientist,Software engineer,recommender_dataset,BE,74.18,308
"critical thinking,analytical skills,negotiation skills,problem solving skills,risk management skills,data visualization skills( power bi/ tableau ),machine learning skills,python,artificial intelligence,sql","financial analysis,news coverage,supply chain analysis",Purchase executive,recommender_dataset,BE,80,254
"teamwork,time management,company secretarial work,",financial analysis,Company Secretary,recommender_dataset,B.Com,72.2,69
"risk management skills,data visualization skills( power bi/ tableau ),sql,sap","data analytics,digital marketing,data scientist",QA Specialist,recommender_dataset,B.Tech,77.9,257
"ml, python",research,Sales Executive,recommender_dataset,B.Sc,78.85,280
"analytic thinking, business knowledge, java, sql, communication skills, work under pressure, product knowledge, team work, excel, problem solving skills, observation skills, reporting, reading, subject knowledge","technology, entrepreneurship",Software Tester,recommender_dataset,B.Tech,69.35,306
"communication skills, work under pressure, leadership","technology, understand human behaviour, understand human body",Hardware Engineer,recommender_dataset,B.Tech,61.75,153
networking,software job,APAC Engineer,recommender_dataset,B.Tech,78.85,2
"ai, ml, python, c++, r, linux",technology,Data Engineer,recommender_dataset,B.Tech,56.05,92
"ai, python, programming, communication skills, c++","financial analysis, sales/marketing, technology, trading",RPA developer,recommender_dataset,BE,76,265
"node.js,angular,jira,trello,jquery,javascript,ajax,php,codeignitor,loopback,","web development,social causes,all fields related to data science,machine learning,data scientist",Web Developer,recommender_dataset,B.Tech,76.95,366
"active listening,work under pressure,team work,presentation skills",teaching,Teaching,recommender_dataset,B.Tech,74.1,334
"accounting skills,active listening,critical thinking,gathering information,artistic/creative skills,communication skills,negotiation skills,leadership,content creation",technology,Business operations,recommender_dataset,B.Tech,75,55
autocard,data analytics,Sales excellent,recommender_dataset,B.E,66.5,282
"analytic thinking, communication skills, leadership, team work, designing skills","research, social justice",Machine operator,recommender_dataset,BE,69.635,192
"proeficiency in software like staad pro, etabs,construction management","technology,understand human behaviour,govt. job,infrastructure,design,construction,construction manegement",Civil & Structural Engineer,recommender_dataset,B.Tech,77.9,62
"python, tableau",technology,Back End Developer,recommender_dataset,BE,62,40
programming,technology,Dot net Developer,recommender_dataset,B.Tech,60.8,115
"r,python,sql",data analytics,Gis engineer,recommender_dataset,B.Tech,56,144
"programming language skills,people management","technology,govt. job,sports industry",Software developer,recommender_dataset,B.Tech,62,307
"critical thinking,artistic/creative skills,analytical skills,civil & criminal law,problem solving skills,risk management skills,writing skills,interpersonal skills,presentation skills","trading,customer care",Site engineer,recommender_dataset,B.Tech,71.25,299
"proeficiency in software like staad pro, etabs,good communication skills,refinery operations","technology,social causes",Chemical Process Engineer,recommender_dataset,B.Tech,81.795,60
"active listening,hardware skills,problem solving skills,risk management skills,sales","sales/marketing,market reserach",Marketing guy (TMA),recommender_dataset,BBA,78,198
people management,data scientist,Systems engineer,recommender_dataset,BE,67,326
"accounting skills,hardware skills,business knowledge,finance related skills,communication skills,social media marketing,content creation,teaching,foreign languages french, spanish","financial analysis,social justice,content writing,social media marketing",Social media executive,recommender_dataset,B.Com,71.25,300
"critical thinking,mass communication,leadership,editing,designing skills,cloud computing,sap,salesforce admin","design,salesforce admin",Salesforce Admin,recommender_dataset,MCA,73,284
java,testing,Computer Software Engineer,recommender_dataset,BCA,57,71
automation,"technology,industires,design",Instrumentation and Control Engineer,recommender_dataset,B.Tech,76,163
"accounting skills,active listening,hardware skills,business knowledge,problem solving skills","research,teaching,technology,data analytics,agriculture, services",UPS supervisor,recommender_dataset,B.Tech,77,356
"data structures,algorithms,competitive programming,c++,javascript,javajava,git,intellijidea,xcode,problem solving,androidstudio,webstorm,postman api,html5,cascading style sheets (css),software development,core java,bootstrap,junit,react,back-end web development,spring framework,hibernate,cpp,database management system (dbms),linux,debugging,object-oriented programming (oop),object oriented design,databases",machine learning,Software Development Engineer,recommender_dataset,B.Tech,86.83,303
"active listening,programming language skills,critical thinking,analytical skills,communication skills,problem solving skills,python","technology,web designing",Associate consultant,recommender_dataset,B.Tech,63.65,31
"programming language skills,communication skills,c++","web development,information technology",Jumio Document Verification Team,recommender_dataset,B.Sc,67,169
"ml, python","trading, entrepreneurship, understand human behaviour",Hardware Engineer,recommender_dataset,B.Tech,74.1,153
teaching,teaching,Placement Trainee,recommender_dataset,BCA,81.795,232
"data visualization skills( power bi/ tableau ),machine learning skills,r,python,artificial intelligence,sql","technology,web designing,data analytics",Php developer,recommender_dataset,MCA,80,231
"c++,unity 3d,object-oriented programming (oop),game development,data structures,c#,unreal engine 4,c (programming language)",game industry,Game Programmer,recommender_dataset,B.Tech,70.965,141
"reading, subject knowledge","financial analysis, news coverage, social justice, entrepreneurship, understand human behaviour, understand human body",Mechanical Engineer,recommender_dataset,DME,76,202
"active listening,critical thinking,gathering information,people management,problem solving skills,risk management skills","research,technology,data analytics,data scientist",QC engineer,recommender_dataset,BE,69,258
"ml, python, sql, programming, team work, excel, logical skills, presentation skills, tableau","technology, entrepreneurship",SQL Developer,recommender_dataset,B.Tech,77.9,276
editing,teaching,HR,recommender_dataset,Diploma,54,149
"accounting skills,critical thinking,editing,content creation",govt. job,Miritary soldier,recommender_dataset,B.Com,58.9,213
programming language skills,"web designing,information technology",Software Engineer,recommender_dataset,B.Tech,52,304
"programming language skills,critical thinking,gathering information,communication skills,negotiation skills,mass communication,leadership,editing,problem solving skills,risk management skills,c++,presentation skills,linux,python,content creation,java,cloud computing,matlab,good communication skills,sap,aws,salesforce admin","research,data analytics,web development,social media marketing,social causes,industires,sports industry",Salesforce Admin,recommender_dataset,B.Tech,80.75,284
"critical thinking,artistic/creative skills,analytical skills,problem solving skills,risk management skills,artificial intelligence,good communication skills","research,teaching,supply chain analysis,gardening,social causes,industires",Assistant Engineer,recommender_dataset,BE,71.3,15
designing skills,"web designing,design",Graphics Designer,recommender_dataset,BE,66.975,147
"active listening, analytic thinking, gathering informing, work under pressure, team work, excel, logical skills, reporting",research,Scientist in Downstream Protein Purification,recommender_dataset,B.Sc,81.795,287
"gathering information,analytical skills,communication skills,leadership,data visualization skills( power bi/ tableau ),interpersonal skills","technology,web designing,data analytics",Associate System Engineer,recommender_dataset,B.Tech,80.75,30
"critical thinking,business knowledge,leadership,risk management skills,c++,sql,java","financial analysis,govt. job,social media marketing",Gatemen,recommender_dataset,B.Sc,79,142
"active listening,artistic/creative skills,communication skills,sales,python,good communication skills,teaching,teaching experience","content writing,data analytics,govt. job,data scientist,gardening,service,all fields related to data science.",PREVIOUSLY WORKED,recommender_dataset,B.Sc,63,229
"sql, derivatives, linux","financial analysis, technology, trading, entrepreneurship, understand human behaviour",Computer Software Engineer,recommender_dataset,B.Tech,79,71
"cloud computing,microsoft azure,amazon web services (aws)docker,jenkins,git,kubernetes,powershell,mysql,big data analytics","web development,information technology,blockchain",Cloud Engineer,recommender_dataset,B.Tech,79.42,68
"product management,user experience (ux),product development,account management,product strategy,project resourcing",product life cycle management,Product Specialist,recommender_dataset,B.Tech,73.055,240
"communication skills,data visualization skills( power bi/ tableau )",technology,MIS,recommender_dataset,B.Sc,67.22,188
"python, sql, oracle",technology,Data Engineer,recommender_dataset,B.Tech,72.2,92
"sql, problem solving skills",technology,Nothing,recommender_dataset,B.Sc,80.75,221
"programming language skills,critical thinking,analytical skills,editing,data visualization skills( power bi/ tableau ),sql","technology,content writing",Hr Assistant II,recommender_dataset,B.Tech,59.22,155
2d/3d animation,animation,VFX Production Assistant,recommender_dataset,B.Sc,76.285,361
